.adult,http://example.adult,"HTTPConnectionPool(host='example.adult', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31450>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.aero,http://example.aero,"HTTPConnectionPool(host='example.aero', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E310C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.africa,http://example.africa,"HTTPConnectionPool(host='example.africa', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31390>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.agency,http://example.agency,"HTTPConnectionPool(host='example.agency', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31B40>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.airforce,http://example.airforce,"HTTPConnectionPool(host='example.airforce', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31BD0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.amazon,http://example.amazon,"HTTPConnectionPool(host='example.amazon', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E312D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.analytics,http://example.analytics,"HTTPConnectionPool(host='example.analytics', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E315D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.apartments,http://example.apartments,"HTTPConnectionPool(host='example.apartments', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31660>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.app,http://example.app,"HTTPConnectionPool(host='example.app', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31600>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.apple,http://example.apple,"HTTPConnectionPool(host='example.apple', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.archi,http://example.archi,"HTTPConnectionPool(host='example.archi', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31150>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.army,http://example.army,"HTTPConnectionPool(host='example.army', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31A80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.art,http://example.art,"HTTPConnectionPool(host='example.art', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31390>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.arte,http://example.arte,"HTTPConnectionPool(host='example.arte', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E313C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.associates,http://example.associates,"HTTPConnectionPool(host='example.associates', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31BD0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.attorney,http://example.attorney,"HTTPConnectionPool(host='example.attorney', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E312D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.auction,http://example.auction,"HTTPConnectionPool(host='example.auction', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E312A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.audible,http://example.audible,"HTTPConnectionPool(host='example.audible', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31C00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.audio,http://example.audio,"HTTPConnectionPool(host='example.audio', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E318A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.author,http://example.author,"HTTPConnectionPool(host='example.author', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31270>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.auto,http://example.auto,"HTTPConnectionPool(host='example.auto', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E318D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.autos,http://example.autos,"HTTPConnectionPool(host='example.autos', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31300>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.aws,http://example.aws,"HTTPConnectionPool(host='example.aws', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31390>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.baby,http://example.baby,"HTTPConnectionPool(host='example.baby', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E313C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.band,http://example.band,"HTTPConnectionPool(host='example.band', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31540>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.bank,http://example.bank,"HTTPConnectionPool(host='example.bank', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E315A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.bar,http://example.bar,"HTTPConnectionPool(host='example.bar', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31A50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.barefoot,http://example.barefoot,"HTTPConnectionPool(host='example.barefoot', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.bargains,http://example.bargains,"HTTPConnectionPool(host='example.bargains', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E313F0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.baseball,http://example.baseball,"HTTPConnectionPool(host='example.baseball', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31240>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.basketball,http://example.basketball,"HTTPConnectionPool(host='example.basketball', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31C60>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.beauty,http://example.beauty,"HTTPConnectionPool(host='example.beauty', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31210>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.beer,http://example.beer,"HTTPConnectionPool(host='example.beer', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E311B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.best,http://example.best,"HTTPConnectionPool(host='example.best', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31690>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.bestbuy,http://example.bestbuy,"HTTPConnectionPool(host='example.bestbuy', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31630>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.bet,http://example.bet,"HTTPConnectionPool(host='example.bet', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31BA0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.bible,http://example.bible,"HTTPConnectionPool(host='example.bible', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31AB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.bid,http://example.bid,"HTTPConnectionPool(host='example.bid', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31CC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.bike,http://example.bike,"HTTPConnectionPool(host='example.bike', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31960>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.bingo,http://example.bingo,"HTTPConnectionPool(host='example.bingo', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31C90>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.bio,http://example.bio,"HTTPConnectionPool(host='example.bio', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E317E0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.biz,http://example.biz,"HTTPConnectionPool(host='example.biz', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E315A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.black,http://example.black,"HTTPConnectionPool(host='example.black', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31600>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.blackfriday,http://example.blackfriday,"HTTPConnectionPool(host='example.blackfriday', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.blockbuster,http://example.blockbuster,"HTTPConnectionPool(host='example.blockbuster', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31360>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.blog,http://example.blog,"HTTPConnectionPool(host='example.blog', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31480>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.blue,http://example.blue,"HTTPConnectionPool(host='example.blue', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31330>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.boo,http://example.boo,"HTTPConnectionPool(host='example.boo', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31660>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.book,http://example.book,"HTTPConnectionPool(host='example.book', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.boots,http://example.boots,"HTTPConnectionPool(host='example.boots', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31A80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.boston,http://example.boston,"HTTPConnectionPool(host='example.boston', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31450>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.bot,http://example.bot,"HTTPConnectionPool(host='example.bot', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E315A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.boutique,http://example.boutique,"HTTPConnectionPool(host='example.boutique', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31600>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.box,http://example.box,"HTTPConnectionPool(host='example.box', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E316C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.broadway,http://example.broadway,"HTTPConnectionPool(host='example.broadway', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E312D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.broker,http://example.broker,"HTTPConnectionPool(host='example.broker', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E312A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.build,http://example.build,"HTTPConnectionPool(host='example.build', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31B40>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.builders,http://example.builders,"HTTPConnectionPool(host='example.builders', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E319C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.business,http://example.business,"HTTPConnectionPool(host='example.business', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31270>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.buy,http://example.buy,"HTTPConnectionPool(host='example.buy', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E318D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.buzz,http://example.buzz,"HTTPConnectionPool(host='example.buzz', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31450>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.cab,http://example.cab,"HTTPConnectionPool(host='example.cab', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31390>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.cafe,http://example.cafe,"HTTPConnectionPool(host='example.cafe', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31600>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.call,http://example.call,"HTTPConnectionPool(host='example.call', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31540>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.cam,http://example.cam,"HTTPConnectionPool(host='example.cam', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31870>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.camera,http://example.camera,"HTTPConnectionPool(host='example.camera', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E312A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.camp,http://example.camp,"HTTPConnectionPool(host='example.camp', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31B40>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.cancerresearch,http://example.cancerresearch,"HTTPConnectionPool(host='example.cancerresearch', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31BD0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.capital,http://example.capital,"HTTPConnectionPool(host='example.capital', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31240>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.car,http://example.car,"HTTPConnectionPool(host='example.car', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31C60>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.cards,http://example.cards,"HTTPConnectionPool(host='example.cards', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E318A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.care,http://example.care,"HTTPConnectionPool(host='example.care', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31990>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.career,http://example.career,"HTTPConnectionPool(host='example.career', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31750>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.careers,http://example.careers,"HTTPConnectionPool(host='example.careers', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31420>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.cars,http://example.cars,"HTTPConnectionPool(host='example.cars', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31BA0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.case,http://example.case,"HTTPConnectionPool(host='example.case', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E312A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.cash,http://example.cash,"HTTPConnectionPool(host='example.cash', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31CC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.casino,http://example.casino,"HTTPConnectionPool(host='example.casino', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.catering,http://example.catering,"HTTPConnectionPool(host='example.catering', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31C90>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.catholic,http://example.catholic,"HTTPConnectionPool(host='example.catholic', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E317E0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.center,http://example.center,"HTTPConnectionPool(host='example.center', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31630>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.cern,http://example.cern,"HTTPConnectionPool(host='example.cern', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31AE0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.ceo,http://example.ceo,"HTTPConnectionPool(host='example.ceo', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.cfd,http://example.cfd,"HTTPConnectionPool(host='example.cfd', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31360>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.channel,http://example.channel,"HTTPConnectionPool(host='example.channel', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31330>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.chat,http://example.chat,"HTTPConnectionPool(host='example.chat', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31480>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.charity,http://example.charity,"HTTPConnectionPool(host='example.charity', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31CC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.cheap,http://example.cheap,"HTTPConnectionPool(host='example.cheap', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.christmas,http://example.christmas,"HTTPConnectionPool(host='example.christmas', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31960>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.church,http://example.church,"HTTPConnectionPool(host='example.church', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31090>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.circle,http://example.circle,"HTTPConnectionPool(host='example.circle', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31C30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.city,http://example.city,"HTTPConnectionPool(host='example.city', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E313C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.claims,http://example.claims,"HTTPConnectionPool(host='example.claims', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31570>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.cleaning,http://example.cleaning,"HTTPConnectionPool(host='example.cleaning', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E312D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.click,http://example.click,"HTTPConnectionPool(host='example.click', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E310C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.clinic,http://example.clinic,"HTTPConnectionPool(host='example.clinic', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31B70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.clothing,http://example.clothing,"HTTPConnectionPool(host='example.clothing', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31CC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.cloud,http://example.cloud,"HTTPConnectionPool(host='example.cloud', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31270>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.club,http://example.club,"HTTPConnectionPool(host='example.club', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E318D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.coach,http://example.coach,"HTTPConnectionPool(host='example.coach', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31450>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.codes,http://example.codes,"HTTPConnectionPool(host='example.codes', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E31390>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
.coffee,http://example.coffee,"HTTPConnectionPool(host='example.coffee', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000002BBB9E313C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
